City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Tiarei,-17.5333,-149.3333,75.22,75,14,16.53,PF,2022-04-30 14:45:05
293,Beian,63.6559,9.5683,46.0,75,75,18.41,NO,2022-04-30 14:45:05
294,Arecibo,18.4724,-66.7157,81.27,81,100,5.99,PR,2022-04-30 14:45:06
295,Ranong,9.9658,98.6348,80.91,84,94,2.95,TH,2022-04-30 14:45:06
296,Yerbogachen,61.2767,108.0108,37.76,94,100,4.83,RU,2022-04-30 14:45:07
297,Sorong,-0.8833,131.25,80.91,82,100,5.79,ID,2022-04-30 14:45:07
298,Malappuram,11.0667,76.0667,84.36,79,40,8.05,IN,2022-04-30 14:41:44
299,Sibiti,-3.6819,13.3499,75.97,77,100,2.46,CG,2022-04-30 14:45:08
300,Shingu,33.7333,135.9833,59.13,87,100,9.93,JP,2022-04-30 14:40:54
301,Dargaville,-35.9333,173.8833,53.96,93,2,3.53,NZ,2022-04-30 14:45:10
302,Zarechnyy,53.2036,45.1923,47.66,63,93,10.58,RU,2022-04-30 14:43:01
303,Roald,62.5833,6.1333,52.72,71,75,9.22,NO,2022-04-30 14:45:10
304,Lokachi,50.737,24.6494,56.05,58,95,1.21,UA,2022-04-30 14:45:11
305,Sardarshahr,28.4333,74.4833,96.82,14,7,10.94,IN,2022-04-30 14:45:11
306,Upernavik,72.7868,-56.1549,19.02,82,100,15.66,GL,2022-04-30 14:45:11
307,Fortuna,40.5982,-124.1573,53.98,93,100,3.0,US,2022-04-30 14:45:12
308,Vostok,46.4856,135.8833,36.16,95,100,1.92,RU,2022-04-30 14:45:14
309,Yoichi,43.2039,140.7703,45.0,65,100,4.72,JP,2022-04-30 14:45:14
310,Sivas,39.7916,37.0019,61.43,44,75,6.91,TR,2022-04-30 14:45:14
311,Worthington,40.0931,-83.018,55.35,61,100,8.05,US,2022-04-30 14:42:42
312,Watsa,3.0372,29.5355,72.05,77,100,2.95,CD,2022-04-30 14:45:15
313,Pelym,61.0108,61.9978,38.88,53,34,5.61,RU,2022-04-30 14:45:16
314,Douentza,14.9951,-2.9517,104.9,9,13,5.01,ML,2022-04-30 14:45:17
315,Formosa Do Rio Preto,-11.0483,-45.1931,88.66,36,94,6.22,BR,2022-04-30 14:45:18
316,Novoselitskoye,44.7508,43.4369,64.29,70,91,8.63,RU,2022-04-30 14:45:19
317,Vardo,70.3705,31.1107,30.02,64,100,16.58,NO,2022-04-30 14:42:43
318,Kidal,18.4411,1.4078,102.45,8,89,15.3,ML,2022-04-30 14:45:21
319,Christchurch,-43.5333,172.6333,52.95,87,7,4.61,NZ,2022-04-30 14:42:14
320,Kenora,49.8167,-94.4337,38.37,93,100,12.66,CA,2022-04-30 14:44:45
321,College,64.8569,-147.8028,34.59,77,40,8.05,US,2022-04-30 14:46:23
322,Prince Rupert,54.3161,-130.3201,46.09,93,0,14.97,CA,2022-04-30 14:45:22
323,Ixtapa,20.7,-105.2,83.08,12,73,3.27,MX,2022-04-30 14:46:24
324,Katherine,-14.4667,132.2667,88.12,40,100,8.05,AU,2022-04-30 14:46:25
325,Vanimo,-2.6741,141.3028,77.2,89,100,5.86,PG,2022-04-30 14:43:50
326,Kattivakkam,13.2167,80.3167,89.69,90,2,15.26,IN,2022-04-30 14:46:26
327,Porto Walter,-8.2686,-72.7439,81.05,78,75,2.42,BR,2022-04-30 14:46:27
328,Souillac,-20.5167,57.5167,77.38,78,40,8.05,MU,2022-04-30 14:46:27
329,Atar,20.5169,-13.0499,97.2,7,0,5.75,MR,2022-04-30 14:45:06
330,Ostrovnoy,68.0531,39.5131,27.54,71,84,12.66,RU,2022-04-30 14:42:33
331,Guilin,25.2819,110.2864,59.11,86,100,11.68,CN,2022-04-30 14:46:29
332,Jumla,29.2747,82.1838,55.76,71,98,2.82,NP,2022-04-30 14:46:30
333,Kununurra,-15.7667,128.7333,82.38,78,75,19.57,AU,2022-04-30 14:46:31
334,Khash,28.2211,61.2158,82.99,22,0,13.06,IR,2022-04-30 14:46:32
335,Krasnoselkup,65.7,82.4667,17.24,87,60,10.51,RU,2022-04-30 14:46:33
336,Tsumeb,-19.2333,17.7167,82.35,22,58,4.23,NA,2022-04-30 14:46:34
337,Paso De Carrasco,-34.8603,-56.0522,55.85,62,0,3.44,UY,2022-04-30 14:46:34
338,Kandalaksha,67.162,32.4123,34.12,62,100,9.15,RU,2022-04-30 14:46:35
339,Rio Grande,-32.035,-52.0986,68.11,59,16,6.62,BR,2022-04-30 14:44:48
340,Mandalgovi,45.7625,106.2708,48.36,31,46,6.73,MN,2022-04-30 14:46:36
341,Villavieja,39.85,-0.1833,76.66,62,95,1.99,ES,2022-04-30 14:46:36
342,Antonina,-25.4286,-48.7119,76.42,1,100,1.5,BR,2022-04-30 14:46:37
343,Rocha,-34.4833,-54.3333,59.27,55,100,4.23,UY,2022-04-30 14:43:24
344,Montivilliers,49.5452,0.1877,60.42,62,20,11.5,FR,2022-04-30 14:46:37
345,Kalianget,-7.05,113.9333,82.4,82,99,10.47,ID,2022-04-30 14:46:38
346,Banjar,-8.19,114.9675,77.52,87,38,4.85,ID,2022-04-30 14:46:39
347,Rudbar,30.15,62.6,97.2,10,97,6.44,AF,2022-04-30 14:46:39
348,Nabire,-3.3667,135.4833,76.57,92,100,3.0,ID,2022-04-30 14:46:40
349,Dolores,-36.3132,-57.6792,54.54,53,100,4.9,AR,2022-04-30 14:46:40
350,Tazovskiy,67.4667,78.7,26.44,90,99,20.58,RU,2022-04-30 14:43:54
351,Chelmsford,51.7357,0.4696,63.16,54,99,3.06,GB,2022-04-30 14:46:41
352,Malakal,9.5334,31.6605,95.63,30,100,8.57,SS,2022-04-30 14:46:42
353,Goderich,43.7501,-81.7165,52.12,32,100,14.97,CA,2022-04-30 14:41:11
354,Carbonia,39.1672,8.5222,72.55,42,0,8.5,IT,2022-04-30 14:46:43
355,Hobyo,5.3505,48.5268,85.59,69,62,10.6,SO,2022-04-30 14:46:43
356,Broome,42.2506,-75.833,55.38,34,0,10.36,US,2022-04-30 14:46:44
357,Fomboni,-12.28,43.7425,80.24,80,12,14.61,KM,2022-04-30 14:46:44
358,Kolda,12.8833,-14.95,107.01,9,81,7.74,SN,2022-04-30 14:46:45
359,Victoria,22.2855,114.1577,77.97,87,100,15.99,HK,2022-04-30 14:45:40
360,Wundanyi,-3.4019,38.364,70.57,62,100,7.34,KE,2022-04-30 14:46:45
361,Iguatemi,-23.6803,-54.5611,74.89,77,97,8.86,BR,2022-04-30 14:46:46
362,Ishinomaki,38.4167,141.3,47.71,73,100,17.02,JP,2022-04-30 14:46:47
363,Aranos,-24.1333,19.1167,79.97,19,1,8.05,NA,2022-04-30 14:46:48
364,Muros,42.7762,-9.0603,76.68,72,7,5.03,ES,2022-04-30 14:42:53
365,Altagracia De Orituco,9.8601,-66.3814,78.6,78,100,6.29,VE,2022-04-30 14:46:50
366,Port Lincoln,-34.7333,135.8667,59.13,77,2,7.76,AU,2022-04-30 14:43:18
367,Songea,-10.6833,35.65,76.35,65,75,8.05,TZ,2022-04-30 14:47:52
368,Ulverstone,-41.15,146.1667,57.22,95,93,4.0,AU,2022-04-30 14:47:53
369,Meulaboh,4.1363,96.1285,81.14,79,100,0.69,ID,2022-04-30 14:47:55
370,Gracac,44.3006,15.8547,64.15,54,59,3.06,HR,2022-04-30 14:47:56
371,La Ronge,55.1001,-105.2842,37.65,75,75,9.22,CA,2022-04-30 14:45:37
372,Linqiong,30.4159,103.4609,57.02,81,100,5.28,CN,2022-04-30 14:47:58
373,Romitan,39.9343,64.3814,82.35,30,0,6.91,UZ,2022-04-30 14:47:58
374,Longyearbyen,78.2186,15.6401,15.64,57,0,3.44,SJ,2022-04-30 14:42:23
375,Srednekolymsk,67.45,153.6833,2.68,97,51,4.94,RU,2022-04-30 14:47:59
376,Road Town,18.4167,-64.6167,78.89,89,75,10.36,VG,2022-04-30 14:47:59
377,Moose Factory,51.2585,-80.6094,46.4,45,0,4.61,CA,2022-04-30 14:48:00
378,Krasnyy Profintern,57.7446,40.435,44.62,45,92,10.27,RU,2022-04-30 14:48:00
379,Nuzvid,16.7833,80.85,90.45,66,26,13.91,IN,2022-04-30 14:48:01
380,San Juan Del Sur,11.2529,-85.8705,82.62,69,40,6.91,NI,2022-04-30 14:48:03
381,Bullhead City,35.1478,-114.5683,75.94,13,0,13.8,US,2022-04-30 14:48:04
382,Dhidhdhoo,6.8833,73.1,86.27,73,100,11.25,MV,2022-04-30 14:48:06
383,Tabas,33.5959,56.9244,71.82,64,93,18.41,IR,2022-04-30 14:48:07
384,Muroto,33.2833,134.15,61.48,63,98,6.49,JP,2022-04-30 14:43:50
385,Donskoye,45.4552,41.9741,66.33,82,97,8.25,RU,2022-04-30 14:48:09
386,Key West,24.5557,-81.7826,86.0,57,0,12.66,US,2022-04-30 14:44:26
387,Chapais,49.7834,-74.8492,37.18,59,5,7.47,CA,2022-04-30 14:48:10
388,Ziro,27.6333,93.8333,50.77,93,99,1.86,IN,2022-04-30 14:48:11
389,Mount Gambier,-37.8333,140.7667,53.51,94,40,12.66,AU,2022-04-30 14:48:13
390,Grado,43.388,-6.0743,67.68,76,0,6.91,ES,2022-04-30 14:48:13
391,Norsup,-16.0667,167.3833,79.02,83,100,5.48,VU,2022-04-30 14:48:14
392,Sao Joaquim,-28.2939,-49.9317,61.27,72,76,6.42,BR,2022-04-30 14:48:15
393,Dauphin,51.1494,-100.0502,37.54,81,20,2.3,CA,2022-04-30 14:48:16
394,Codrington,-38.2667,141.9667,53.83,88,37,12.8,AU,2022-04-30 14:48:17
395,Zhangzhou,24.5133,117.6556,69.73,83,100,4.92,CN,2022-04-30 14:48:18
396,Camalu,30.85,-116.0667,59.77,75,61,4.14,MX,2022-04-30 14:46:21
397,Kieta,-6.2167,155.6333,78.82,84,74,2.24,PG,2022-04-30 14:48:20
398,Mali,12.079,-12.2982,83.77,27,92,3.6,GN,2022-04-30 14:48:20
399,Luderitz,-26.6481,15.1594,67.46,52,0,25.28,NA,2022-04-30 14:48:22
400,Santiago De Chuco,-8.15,-78.1833,57.63,62,100,7.23,PE,2022-04-30 14:48:24
401,Coquimbo,-29.9533,-71.3436,60.53,77,40,4.61,CL,2022-04-30 14:48:24
402,Silver City,32.7701,-108.2803,69.31,11,0,8.01,US,2022-04-30 14:48:25
403,Luan,46.3592,6.9759,57.83,57,66,1.01,CH,2022-04-30 14:48:27
404,Nelson Bay,-32.7167,152.15,63.0,93,42,10.29,AU,2022-04-30 14:48:28
405,Zhezkazgan,47.8043,67.7144,71.58,37,0,4.47,KZ,2022-04-30 14:48:29
406,Swan Hill,-35.3378,143.5544,54.5,70,0,5.53,AU,2022-04-30 14:48:30
407,Biryukove,47.9563,39.7384,54.09,64,99,15.93,UA,2022-04-30 14:48:31
408,Maragogi,-9.0122,-35.2225,81.73,71,98,9.26,BR,2022-04-30 14:43:59
409,Mlada Boleslav,50.4114,14.9032,64.9,45,100,5.01,CZ,2022-04-30 14:48:32
410,Labuan,5.2767,115.2417,77.36,88,20,0.0,MY,2022-04-30 14:48:33
411,Maua,-23.6678,-46.4614,69.08,91,100,6.08,BR,2022-04-30 14:48:34
412,Gat,31.61,34.7642,72.81,100,0,16.71,IL,2022-04-30 14:49:35
413,Fort Morgan,40.2503,-103.8,48.85,43,0,31.07,US,2022-04-30 14:49:36
414,Erzin,36.9559,36.2,82.02,42,46,9.89,TR,2022-04-30 14:49:37
415,Pemba,-12.974,40.5178,83.1,65,20,10.36,MZ,2022-04-30 14:49:37
416,Chancay,-11.5714,-77.2672,69.73,77,85,6.15,PE,2022-04-30 14:47:41
417,Tayu,-6.5397,111.0518,79.7,88,100,5.61,ID,2022-04-30 14:49:39
418,Mocuba,-16.8392,36.9856,71.49,84,4,2.98,MZ,2022-04-30 14:49:40
419,Vao,-22.6667,167.4833,74.14,81,100,21.21,NC,2022-04-30 14:46:09
420,Khandyga,62.6667,135.6,18.03,97,43,2.71,RU,2022-04-30 14:49:41
421,Chimore,-16.9833,-65.1333,79.5,70,88,1.66,BO,2022-04-30 14:49:43
422,Pljevlja,43.3333,19.3333,58.26,60,83,2.51,ME,2022-04-30 14:49:43
423,Mazamari,-11.3258,-74.5308,78.21,75,91,2.01,PE,2022-04-30 14:49:45
424,Sanandaj,35.3144,46.9923,69.82,28,40,0.0,IR,2022-04-30 14:49:46
425,Calabozo,8.9242,-67.4293,78.78,80,100,4.81,VE,2022-04-30 14:49:47
426,Kismayo,-0.3582,42.5454,83.32,74,12,12.46,SO,2022-04-30 14:49:49
427,Poshekhonye,58.4993,39.1353,37.47,57,52,5.39,RU,2022-04-30 14:49:50
428,Namibe,-15.1961,12.1522,77.4,73,8,9.98,AO,2022-04-30 14:40:55
429,Gerzel-Aul,43.2472,46.4025,64.81,75,94,6.6,RU,2022-04-30 14:49:52
430,Geraldton,-28.7667,114.6,59.41,88,0,8.05,AU,2022-04-30 14:49:53
431,Campbell River,50.0163,-125.2446,47.73,93,100,3.44,CA,2022-04-30 14:45:37
432,Kantang,7.4054,99.5156,79.77,87,74,2.04,TH,2022-04-30 14:49:55
433,Bodden Town,19.2833,-81.25,84.2,68,20,11.5,KY,2022-04-30 14:49:56
434,Mehamn,71.0357,27.8492,29.44,59,83,17.52,NO,2022-04-30 14:49:57
435,Moctezuma,29.8,-109.6667,73.35,12,20,2.89,MX,2022-04-30 14:49:59
436,Sechura,-5.5569,-80.8222,73.62,65,99,11.34,PE,2022-04-30 14:48:23
437,Ilebo,-4.3167,20.5833,82.11,68,92,2.51,CD,2022-04-30 14:50:01
438,Dharchula,29.85,80.5333,71.56,49,89,6.85,IN,2022-04-30 14:50:02
439,Dogondoutchi,13.6393,4.0287,107.26,6,96,3.47,NE,2022-04-30 14:50:03
440,Lichinga,-13.3128,35.2406,71.69,68,75,9.22,MZ,2022-04-30 14:50:04
441,Ferrol,43.4832,-8.2369,76.23,82,12,10.65,ES,2022-04-30 14:50:06
442,Mill Valley,37.906,-122.545,59.04,83,30,1.99,US,2022-04-30 14:50:07
443,Asyut,27.181,31.1837,98.78,10,55,19.13,EG,2022-04-30 14:50:09
444,San Cristobal,7.7669,-72.225,78.98,78,100,7.09,VE,2022-04-30 14:46:04
445,Lompoc,34.6391,-120.4579,66.94,88,0,21.99,US,2022-04-30 14:48:50
446,Ofunato,39.0717,141.7167,44.47,83,100,6.04,JP,2022-04-30 14:50:11
447,Portland,45.5234,-122.6762,54.09,92,75,1.99,US,2022-04-30 14:50:01
448,Ibra,22.6906,58.5334,91.0,29,97,8.77,OM,2022-04-30 14:50:12
449,Santa Rosa,14.3122,121.1114,85.1,75,100,9.93,PH,2022-04-30 14:50:13
450,Vestmannaeyjar,63.4427,-20.2734,47.39,76,100,16.11,IS,2022-04-30 14:50:14
451,Wasilla,61.5814,-149.4394,36.07,79,0,9.22,US,2022-04-30 14:50:15
452,Tukrah,32.5341,20.5791,72.05,48,99,21.32,LY,2022-04-30 14:42:23
453,Pangnirtung,66.1451,-65.7125,19.4,63,100,2.3,CA,2022-04-30 14:50:19
454,Nome,64.5011,-165.4064,41.07,61,100,12.66,US,2022-04-30 14:51:19
455,Komsomolskiy,40.4272,71.7189,81.32,29,0,2.3,UZ,2022-04-30 14:51:20
456,Koslan,63.4564,48.8989,33.84,63,91,6.58,RU,2022-04-30 14:51:21
457,Aloleng,16.1307,119.7824,82.85,76,84,3.33,PH,2022-04-30 14:51:22
458,Quezada,14.2722,-90.037,74.39,77,93,3.27,GT,2022-04-30 14:51:23
459,Quatre Cocos,-20.2078,57.7625,77.11,78,74,11.74,MU,2022-04-30 14:51:24
460,Hangu,39.2489,117.7892,60.84,21,0,9.37,CN,2022-04-30 14:51:24
461,Neiafu,-18.65,-173.9833,77.68,94,75,0.0,TO,2022-04-30 14:51:25
462,Oranjemund,-28.55,16.4333,61.12,71,0,19.71,NA,2022-04-30 14:51:26
463,Saint-Francois,46.4154,3.9054,65.68,42,0,14.97,FR,2022-04-30 14:51:27
464,Nurota,40.5614,65.6886,77.81,26,72,7.85,UZ,2022-04-30 14:51:27
465,Bida,9.0833,6.0167,101.71,27,83,4.59,NG,2022-04-30 14:51:28
466,Gimli,50.6336,-96.9907,35.62,100,100,19.57,CA,2022-04-30 14:51:30
467,Bom Jesus Do Galho,-19.8289,-42.3161,77.59,48,7,0.6,BR,2022-04-30 14:51:31
468,Changping,40.2186,116.2197,49.64,13,0,6.17,CN,2022-04-30 14:51:32
469,Moerai,-22.4333,-151.3333,78.58,71,81,15.55,PF,2022-04-30 14:51:33
470,San Antonio,29.4241,-98.4936,74.95,91,75,6.91,US,2022-04-30 14:47:26
471,Brae,60.3964,-1.353,46.63,70,100,10.31,GB,2022-04-30 14:51:34
472,Virginia Beach,36.8529,-75.978,65.05,55,75,10.36,US,2022-04-30 14:50:48
473,Garowe,8.4054,48.4845,93.51,28,28,4.16,SO,2022-04-30 14:51:36
474,Elat,29.5581,34.9482,91.24,21,0,20.71,IL,2022-04-30 14:51:25
475,Huron,41.1501,-82.5499,55.98,48,100,11.88,US,2022-04-30 14:51:37
476,Baracoa,20.3467,-74.4958,80.82,64,93,9.78,CU,2022-04-30 14:51:38
477,Zeya,53.75,127.2667,31.26,45,69,5.46,RU,2022-04-30 14:51:39
478,Paracatu,-17.2222,-46.8747,83.84,26,0,7.07,BR,2022-04-30 14:51:40
479,Sibu,2.3,111.8167,79.11,94,40,3.44,MY,2022-04-30 14:42:18
480,Hokitika,-42.7167,170.9667,56.14,83,92,6.4,NZ,2022-04-30 14:51:42
481,Majene,-3.5403,118.9707,79.41,86,95,4.92,ID,2022-04-30 14:51:43
482,Aswan,24.0934,32.907,110.5,9,0,5.75,EG,2022-04-30 14:51:43
483,Tateyama,34.9833,139.8667,54.81,63,52,8.32,JP,2022-04-30 14:51:44
484,Mucuri,-18.0864,-39.5508,80.47,68,24,7.96,BR,2022-04-30 14:51:45
485,Hay River,60.8156,-115.7999,24.78,80,20,5.75,CA,2022-04-30 14:51:46
486,Kaeo,-35.1,173.7833,55.33,96,11,6.31,NZ,2022-04-30 14:42:40
487,Were Ilu,10.6,39.4333,61.38,63,95,7.67,ET,2022-04-30 14:51:47
488,Makakilo City,21.3469,-158.0858,73.72,74,20,9.22,US,2022-04-30 14:51:48
489,San Carlos De Bariloche,-41.1456,-71.3082,35.35,87,100,2.3,AR,2022-04-30 14:51:49
490,Pazaric,43.7886,18.1608,66.42,30,0,6.91,BA,2022-04-30 14:51:49
491,North Bend,43.4065,-124.2243,50.86,96,0,5.75,US,2022-04-30 14:51:50
492,Kifri,34.6959,44.9661,86.14,24,1,4.16,IQ,2022-04-30 14:51:51
493,Buala,-8.145,159.5921,79.21,83,84,1.79,SB,2022-04-30 14:43:50
494,Goundam,16.4145,-3.6708,102.81,7,100,3.69,ML,2022-04-30 14:51:52
495,Saint Anthony,45.0205,-93.218,50.49,92,100,13.8,US,2022-04-30 14:51:53
496,Samarai,-10.6167,150.6667,80.8,79,47,5.73,PG,2022-04-30 14:51:54
497,Cesena,44.1391,12.2432,69.12,53,0,8.05,IT,2022-04-30 14:51:55
498,Nantucket,41.2835,-70.0995,51.94,66,40,20.71,US,2022-04-30 14:51:42
499,Kungurtug,50.5994,97.5228,43.75,60,100,2.48,RU,2022-04-30 14:48:43
500,Conceicao Do Araguaia,-8.2578,-49.2647,85.33,55,100,5.32,BR,2022-04-30 14:52:12
501,Miri,4.4148,114.0089,77.14,94,20,3.44,MY,2022-04-30 14:52:57
502,Bocas Del Toro,9.3333,-82.25,80.28,80,88,8.19,PA,2022-04-30 14:52:58
503,Rio Bueno,-40.3167,-72.9667,42.12,67,43,0.89,CL,2022-04-30 14:52:58
504,Talara,-4.5772,-81.2719,72.36,73,0,17.27,PE,2022-04-30 14:52:59
505,Wewak,-3.5534,143.6268,78.87,88,68,9.8,PG,2022-04-30 14:53:00
506,Guerrero Negro,27.9769,-114.0611,61.05,75,55,11.81,MX,2022-04-30 14:53:01
507,Mogadishu,2.0371,45.3438,85.87,74,75,11.5,SO,2022-04-30 14:53:02
508,Pathein,16.7833,94.7333,82.24,75,80,5.95,MM,2022-04-30 14:53:03
509,Smithers,54.7804,-127.1743,37.72,75,75,0.0,CA,2022-04-30 14:50:10
510,Alta Floresta,-9.8756,-56.0861,93.02,52,0,8.05,BR,2022-04-30 14:53:04
511,Khelyulya,61.7333,30.6833,43.52,60,100,13.18,RU,2022-04-30 14:53:05
512,Roebourne,-20.7833,117.1333,78.48,46,79,15.86,AU,2022-04-30 14:53:05
513,Nuuk,64.1835,-51.7216,22.87,73,100,18.01,GL,2022-04-30 14:53:06
514,Ugoofaaru,5.6667,73.0,85.5,74,100,11.97,MV,2022-04-30 14:53:07
515,Carballo,43.213,-8.691,78.22,74,10,5.32,ES,2022-04-30 14:53:07
516,Ereymentau,51.6199,73.1033,67.84,30,35,7.38,KZ,2022-04-30 14:53:08
517,Buin,-33.7333,-70.75,71.87,32,0,1.28,CL,2022-04-30 14:48:53
518,Forestville,38.8451,-76.875,61.48,26,0,6.91,US,2022-04-30 14:53:08
519,Puerto Ayacucho,5.6639,-67.6236,76.62,90,100,5.32,VE,2022-04-30 14:53:09
520,Norman Wells,65.282,-126.8329,32.04,74,20,3.44,CA,2022-04-30 14:53:10
521,Te Anau,-45.4167,167.7167,56.57,77,99,9.98,NZ,2022-04-30 14:50:08
522,Altay,47.8667,88.1167,53.49,34,78,11.16,CN,2022-04-30 14:43:51
523,Boyuibe,-20.4167,-63.2833,72.95,61,57,7.87,BO,2022-04-30 14:53:12
524,Krutinka,56.0055,71.5113,43.74,47,100,9.91,RU,2022-04-30 14:53:13
525,Galle,6.0367,80.217,82.9,81,35,9.84,LK,2022-04-30 14:53:14
526,Tura,25.5198,90.2201,68.58,95,13,7.2,IN,2022-04-30 14:53:15
527,Binga,-17.6203,27.3414,79.59,40,2,3.33,ZW,2022-04-30 14:53:16
528,Tarauaca,-8.1614,-70.7656,85.39,65,97,0.45,BR,2022-04-30 14:53:16
529,Krasnovishersk,60.4078,57.082,38.35,75,86,6.38,RU,2022-04-30 14:53:17
530,Nevelsk,46.6733,141.8633,33.94,72,4,7.0,RU,2022-04-30 14:53:18
531,Vyshchetarasivka,47.5685,34.881,56.84,53,44,12.17,UA,2022-04-30 14:53:19
532,Suraabad,40.8192,49.4687,59.41,81,93,18.86,AZ,2022-04-30 14:53:20
533,Ovalle,-30.5983,-71.2003,70.09,44,0,3.78,CL,2022-04-30 14:53:21
534,Shimoda,34.6667,138.95,53.1,66,99,8.99,JP,2022-04-30 14:53:22
535,Qaqortoq,60.7167,-46.0333,43.66,69,50,6.71,GL,2022-04-30 14:53:23
536,Parsabad,39.6482,47.9174,71.92,53,75,13.8,IR,2022-04-30 14:53:23
537,Tintesti,45.0667,26.8667,62.42,46,76,10.54,RO,2022-04-30 14:53:24
538,Qasigiannguit,68.8193,-51.1922,18.66,61,1,8.34,GL,2022-04-30 14:53:25
539,Voskresenskoye,56.8381,45.4317,41.68,53,86,10.13,RU,2022-04-30 14:53:25
540,Ardesen,41.1911,40.9875,58.89,91,95,3.8,TR,2022-04-30 14:53:26
541,Candido Mota,-22.7464,-50.3869,77.67,60,43,11.54,BR,2022-04-30 14:53:27
542,Kidodi,-7.6036,37.0044,77.07,80,74,2.93,TZ,2022-04-30 14:53:28
543,Statesboro,32.4488,-81.7832,75.0,53,0,9.22,US,2022-04-30 14:53:29
544,Ivankiv,50.9386,29.8943,54.32,54,96,6.29,UA,2022-04-30 14:54:30
545,Nicolas Bravo,18.45,-88.9167,82.26,70,83,6.02,MX,2022-04-30 14:54:31
546,Mormugao,15.4,73.8,85.26,74,40,6.91,IN,2022-04-30 14:54:32
547,Bud,39.447,-86.1758,66.4,73,100,14.18,US,2022-04-30 14:54:33
548,Asfi,32.2994,-9.2372,67.82,67,100,16.2,MA,2022-04-30 14:54:33
549,Plaster Rock,46.9065,-67.39,42.6,81,100,9.75,CA,2022-04-30 14:54:34
550,Port Antonio,18.18,-76.4612,86.0,66,52,7.02,JM,2022-04-30 14:54:35
551,Aykhal,66.0,111.5,20.48,94,100,29.8,RU,2022-04-30 14:54:36
552,Sulangan,11.1373,123.7228,83.32,76,99,9.33,PH,2022-04-30 14:54:36
553,Vila Franca Do Campo,37.7167,-25.4333,66.61,70,2,8.34,PT,2022-04-30 14:54:37
554,Baghdad,33.3406,44.4009,91.15,19,0,3.85,IQ,2022-04-30 14:54:38
555,Antofagasta,-23.65,-70.4,72.21,57,32,8.55,CL,2022-04-30 14:54:39
556,Ossora,59.2353,163.0719,17.22,90,32,6.46,RU,2022-04-30 14:54:40
557,Vila Velha,-20.3297,-40.2925,84.15,69,40,8.05,BR,2022-04-30 14:53:53
558,Aklavik,68.2191,-135.0107,28.4,80,20,4.61,CA,2022-04-30 14:54:41
559,Portage,41.1667,-81.1998,56.88,30,0,10.36,US,2022-04-30 14:54:41
560,Grants Pass,42.439,-123.3284,53.26,93,100,9.22,US,2022-04-30 14:54:42
561,Oyama,36.3,139.8,58.59,53,76,5.68,JP,2022-04-30 14:52:24
